Row,Number of vessels,Date,Hour
3226,5,2019-05-15,10
3227,4,2019-05-15,11
3228,3,2019-05-15,12
3229,6,2019-05-15,13
3230,6,2019-05-15,14
3231,6,2019-05-15,15
3232,1,2019-05-15,16
3233,5,2019-05-15,17
3234,8,2019-05-15,18
3235,9,2019-05-15,19
3236,8,2019-05-15,20
3237,4,2019-05-15,21
3238,3,2019-05-15,22
3239,2,2019-05-15,23
3240,3,2019-05-16,0
3241,3,2019-05-16,1
3242,3,2019-05-16,2
3243,2,2019-05-16,3
3244,4,2019-05-16,4
3245,5,2019-05-16,5
3246,6,2019-05-16,6
3247,8,2019-05-16,7
3248,7,2019-05-16,8
3249,4,2019-05-16,9
3250,4,2019-05-16,10
3251,5,2019-05-16,11
3252,6,2019-05-16,12
3253,7,2019-05-16,13
3254,9,2019-05-16,14
3255,8,2019-05-16,15
3256,9,2019-05-16,16
3257,9,2019-05-16,17
3258,10,2019-05-16,18
3259,8,2019-05-16,19
3260,7,2019-05-16,20
3261,10,2019-05-16,21
3262,11,2019-05-16,22
3263,10,2019-05-16,23
3264,6,2019-05-17,0
3265,6,2019-05-17,1
3266,6,2019-05-17,2
3267,6,2019-05-17,3
3268,9,2019-05-17,4
3269,9,2019-05-17,5
3270,8,2019-05-17,6
3271,10,2019-05-17,7
3272,9,2019-05-17,8
3273,7,2019-05-17,9
3274,5,2019-05-17,10
3275,6,2019-05-17,11
3276,5,2019-05-17,12
3277,7,2019-05-17,13
3278,6,2019-05-17,14
3279,7,2019-05-17,15
3280,5,2019-05-17,16
3281,7,2019-05-17,17
3282,7,2019-05-17,18
3283,6,2019-05-17,19
3284,4,2019-05-17,20
3285,5,2019-05-17,21
3286,5,2019-05-17,22
3287,6,2019-05-17,23
3288,3,2019-05-18,0
3289,4,2019-05-18,1
3290,4,2019-05-18,2
3291,7,2019-05-18,3
3292,4,2019-05-18,4
3293,6,2019-05-18,5
3294,4,2019-05-18,6
3295,6,2019-05-18,7
3296,3,2019-05-18,8
3297,1,2019-05-18,9
3298,2,2019-05-18,10
3299,4,2019-05-18,11
3300,5,2019-05-18,12
3301,3,2019-05-18,13
3302,3,2019-05-18,14
3303,3,2019-05-18,15
3304,1,2019-05-18,16
3305,2,2019-05-18,17
3306,1,2019-05-18,18
3307,1,2019-05-18,19
3308,0,2019-05-18,20
3309,0,2019-05-18,21
3310,0,2019-05-18,22
3311,0,2019-05-18,23
3312,6,2019-05-19,0
3313,6,2019-05-19,1
3314,5,2019-05-19,2
3315,7,2019-05-19,3
3316,8,2019-05-19,4
3317,9,2019-05-19,5
3318,10,2019-05-19,6
3319,7,2019-05-19,7
3320,8,2019-05-19,8
3321,6,2019-05-19,9
3322,6,2019-05-19,10
3323,7,2019-05-19,11
3324,6,2019-05-19,12
3325,6,2019-05-19,13
3326,8,2019-05-19,14
3327,6,2019-05-19,15
3328,9,2019-05-19,16
3329,7,2019-05-19,17
3330,9,2019-05-19,18
3331,11,2019-05-19,19
3332,11,2019-05-19,20
3333,8,2019-05-19,21
3334,8,2019-05-19,22
3335,4,2019-05-19,23
3336,6,2019-05-20,0
3337,6,2019-05-20,1
3338,8,2019-05-20,2
3339,6,2019-05-20,3
3340,5,2019-05-20,4
3341,6,2019-05-20,5
3342,7,2019-05-20,6
3343,6,2019-05-20,7
3344,8,2019-05-20,8
3345,6,2019-05-20,9
3346,8,2019-05-20,10
3347,7,2019-05-20,11
3348,7,2019-05-20,12
3349,7,2019-05-20,13
3350,5,2019-05-20,14
3351,8,2019-05-20,15
3352,4,2019-05-20,16
3353,6,2019-05-20,17
3354,7,2019-05-20,18
3355,10,2019-05-20,19
3356,11,2019-05-20,20
3357,8,2019-05-20,21
3358,9,2019-05-20,22
3359,6,2019-05-20,23
3360,3,2019-05-21,0
3361,3,2019-05-21,1
3362,4,2019-05-21,2
3363,3,2019-05-21,3
3364,4,2019-05-21,4
3365,3,2019-05-21,5
3366,4,2019-05-21,6
3367,2,2019-05-21,7
3368,3,2019-05-21,8
3369,3,2019-05-21,9
3370,4,2019-05-21,10
3371,4,2019-05-21,11
3372,5,2019-05-21,12
3373,4,2019-05-21,13
3374,2,2019-05-21,14
3375,3,2019-05-21,15
3376,7,2019-05-21,16
3377,6,2019-05-21,17
3378,5,2019-05-21,18
3379,4,2019-05-21,19
3380,5,2019-05-21,20
3381,3,2019-05-21,21
3382,4,2019-05-21,22
3383,5,2019-05-21,23
3384,4,2019-05-22,0
3385,5,2019-05-22,1
3386,5,2019-05-22,2
3387,5,2019-05-22,3
3388,7,2019-05-22,4
3389,10,2019-05-22,5
3390,10,2019-05-22,6
3391,10,2019-05-22,7
3392,11,2019-05-22,8
3393,5,2019-05-22,9
3394,1,2019-05-22,10
3395,2,2019-05-22,11
3396,2,2019-05-22,12
3397,4,2019-05-22,13
3398,4,2019-05-22,14
3399,6,2019-05-22,15
3400,7,2019-05-22,16
3401,3,2019-05-22,17
3402,3,2019-05-22,18
3403,5,2019-05-22,19
3404,5,2019-05-22,20
3405,6,2019-05-22,21
3406,3,2019-05-22,22
3407,2,2019-05-22,23
3408,3,2019-05-23,0
3409,3,2019-05-23,1
3410,2,2019-05-23,2
3411,4,2019-05-23,3
3412,4,2019-05-23,4
3413,2,2019-05-23,5
3414,5,2019-05-23,6
3415,6,2019-05-23,7
3416,8,2019-05-23,8
3417,10,2019-05-23,9
3418,7,2019-05-23,10
3419,8,2019-05-23,11
3420,9,2019-05-23,12
3421,10,2019-05-23,13
3422,7,2019-05-23,14
3423,8,2019-05-23,15
3424,6,2019-05-23,16
3425,6,2019-05-23,17
3426,6,2019-05-23,18
3427,9,2019-05-23,19
3428,9,2019-05-23,20
3429,10,2019-05-23,21
3430,8,2019-05-23,22
3431,4,2019-05-23,23
3432,3,2019-05-24,0
3433,5,2019-05-24,1
3434,8,2019-05-24,2
3435,9,2019-05-24,3
3436,10,2019-05-24,4
3437,8,2019-05-24,5
3438,8,2019-05-24,6
3439,8,2019-05-24,7
3440,9,2019-05-24,8
3441,8,2019-05-24,9
3442,11,2019-05-24,10
3443,10,2019-05-24,11
3444,11,2019-05-24,12
3445,12,2019-05-24,13
3446,10,2019-05-24,14
3447,10,2019-05-24,15
3448,5,2019-05-24,16
3449,5,2019-05-24,17
3450,8,2019-05-24,18
3451,5,2019-05-24,19
3452,8,2019-05-24,20
3453,5,2019-05-24,21
3454,4,2019-05-24,22
3455,5,2019-05-24,23
3456,4,2019-05-25,0
3457,5,2019-05-25,1
3458,5,2019-05-25,2
3459,4,2019-05-25,3
3460,8,2019-05-25,4
3461,10,2019-05-25,5
3462,13,2019-05-25,6
3463,9,2019-05-25,7
3464,8,2019-05-25,8
3465,12,2019-05-25,9
3466,10,2019-05-25,10
3467,11,2019-05-25,11
3468,12,2019-05-25,12
3469,10,2019-05-25,13
3470,12,2019-05-25,14
3471,15,2019-05-25,15
3472,11,2019-05-25,16
3473,10,2019-05-25,17
3474,12,2019-05-25,18
3475,7,2019-05-25,19
3476,7,2019-05-25,20
3477,10,2019-05-25,21
3478,10,2019-05-25,22
3479,11,2019-05-25,23
3480,5,2019-05-26,0
3481,8,2019-05-26,1
3482,10,2019-05-26,2
3483,8,2019-05-26,3
3484,6,2019-05-26,4
3485,5,2019-05-26,5
3486,3,2019-05-26,6
3487,6,2019-05-26,7
3488,10,2019-05-26,8
3489,9,2019-05-26,9
3490,12,2019-05-26,10
3491,11,2019-05-26,11
3492,13,2019-05-26,12
3493,14,2019-05-26,13
3494,10,2019-05-26,14
3495,10,2019-05-26,15
3496,5,2019-05-26,16
3497,6,2019-05-26,17
3498,6,2019-05-26,18
3499,8,2019-05-26,19
3500,7,2019-05-26,20
3501,8,2019-05-26,21
3502,7,2019-05-26,22
3503,5,2019-05-26,23
3504,5,2019-05-27,0
3505,7,2019-05-27,1
3506,14,2019-05-27,2
3507,11,2019-05-27,3
3508,6,2019-05-27,4
3509,7,2019-05-27,5
3510,6,2019-05-27,6
3511,7,2019-05-27,7
3512,10,2019-05-27,8
3513,11,2019-05-27,9
3514,12,2019-05-27,10
3515,10,2019-05-27,11
3516,7,2019-05-27,12
3517,10,2019-05-27,13
3518,8,2019-05-27,14
3519,11,2019-05-27,15
3520,9,2019-05-27,16
3521,11,2019-05-27,17
3522,11,2019-05-27,18
3523,8,2019-05-27,19
3524,10,2019-05-27,20
3525,5,2019-05-27,21
3526,5,2019-05-27,22
3527,5,2019-05-27,23
3528,4,2019-05-28,0
3529,8,2019-05-28,1
3530,6,2019-05-28,2
3531,7,2019-05-28,3
3532,5,2019-05-28,4
3533,10,2019-05-28,5
3534,7,2019-05-28,6
3535,9,2019-05-28,7
3536,7,2019-05-28,8
3537,7,2019-05-28,9
3538,4,2019-05-28,10
3539,3,2019-05-28,11
3540,5,2019-05-28,12
3541,5,2019-05-28,13
3542,5,2019-05-28,14
3543,2,2019-05-28,15
3544,3,2019-05-28,16
3545,1,2019-05-28,17
3546,1,2019-05-28,18
3547,0,2019-05-28,19
3548,2,2019-05-28,20
3549,1,2019-05-28,21
3550,0,2019-05-28,22
3551,0,2019-05-28,23
3552,6,2019-05-29,0
3553,6,2019-05-29,1
3554,7,2019-05-29,2
3555,4,2019-05-29,3
3556,6,2019-05-29,4
3557,3,2019-05-29,5
3558,1,2019-05-29,6
3559,3,2019-05-29,7
3560,5,2019-05-29,8
3561,6,2019-05-29,9
3562,6,2019-05-29,10
3563,5,2019-05-29,11
3564,5,2019-05-29,12
3565,2,2019-05-29,13
3566,3,2019-05-29,14
3567,3,2019-05-29,15
3568,2,2019-05-29,16
3569,1,2019-05-29,17
3570,4,2019-05-29,18
3571,3,2019-05-29,19
3572,3,2019-05-29,20
3573,4,2019-05-29,21
3574,6,2019-05-29,22
3575,4,2019-05-29,23
3576,6,2019-05-30,0
3577,5,2019-05-30,1
3578,7,2019-05-30,2
3579,4,2019-05-30,3
3580,6,2019-05-30,4
3581,3,2019-05-30,5
3582,6,2019-05-30,6
3583,4,2019-05-30,7
3584,6,2019-05-30,8
3585,8,2019-05-30,9
3586,9,2019-05-30,10
3587,9,2019-05-30,11
3588,7,2019-05-30,12
3589,9,2019-05-30,13
3590,7,2019-05-30,14
3591,8,2019-05-30,15
3592,7,2019-05-30,16
3593,5,2019-05-30,17
3594,2,2019-05-30,18
3595,5,2019-05-30,19
3596,5,2019-05-30,20
3597,5,2019-05-30,21
3598,5,2019-05-30,22
3599,4,2019-05-30,23
3600,5,2019-05-31,0
3601,5,2019-05-31,1
3602,9,2019-05-31,2
3603,9,2019-05-31,3
3604,6,2019-05-31,4
3605,4,2019-05-31,5
3606,4,2019-05-31,6
3607,5,2019-05-31,7
3608,7,2019-05-31,8
3609,8,2019-05-31,9
3610,4,2019-05-31,10
3611,8,2019-05-31,11
3612,6,2019-05-31,12
3613,8,2019-05-31,13
3614,5,2019-05-31,14
3615,6,2019-05-31,15
3616,9,2019-05-31,16
3617,9,2019-05-31,17
3618,10,2019-05-31,18
3619,15,2019-05-31,19
3620,9,2019-05-31,20
3621,10,2019-05-31,21
3622,8,2019-05-31,22
3623,7,2019-05-31,23
3624,8,2019-06-01,0
3625,5,2019-06-01,1
3626,7,2019-06-01,2
3627,6,2019-06-01,3
3628,7,2019-06-01,4
3629,3,2019-06-01,5
3630,6,2019-06-01,6
3631,5,2019-06-01,7
3632,5,2019-06-01,8
3633,3,2019-06-01,9
3634,4,2019-06-01,10
3635,4,2019-06-01,11
3636,5,2019-06-01,12
3637,8,2019-06-01,13
3638,10,2019-06-01,14
3639,7,2019-06-01,15
3640,7,2019-06-01,16
3641,7,2019-06-01,17
3642,8,2019-06-01,18
3643,13,2019-06-01,19
3644,7,2019-06-01,20
3645,10,2019-06-01,21
3646,7,2019-06-01,22
3647,6,2019-06-01,23
3648,5,2019-06-02,0
3649,6,2019-06-02,1
3650,3,2019-06-02,2
3651,8,2019-06-02,3
3652,8,2019-06-02,4
3653,9,2019-06-02,5
3654,7,2019-06-02,6
3655,7,2019-06-02,7
3656,9,2019-06-02,8
3657,8,2019-06-02,9
3658,6,2019-06-02,10
3659,9,2019-06-02,11
3660,7,2019-06-02,12
3661,5,2019-06-02,13
3662,9,2019-06-02,14
3663,10,2019-06-02,15
3664,9,2019-06-02,16
3665,9,2019-06-02,17
3666,9,2019-06-02,18
3667,9,2019-06-02,19
3668,9,2019-06-02,20
3669,11,2019-06-02,21
3670,10,2019-06-02,22
3671,11,2019-06-02,23
3672,9,2019-06-03,0
3673,10,2019-06-03,1
3674,7,2019-06-03,2
3675,11,2019-06-03,3
3676,13,2019-06-03,4
3677,11,2019-06-03,5
3678,9,2019-06-03,6
3679,6,2019-06-03,7
3680,10,2019-06-03,8
3681,8,2019-06-03,9
3682,10,2019-06-03,10
3683,8,2019-06-03,11
3684,6,2019-06-03,12
3685,4,2019-06-03,13
3686,5,2019-06-03,14
3687,2,2019-06-03,15
3688,5,2019-06-03,16
3689,6,2019-06-03,17
3690,7,2019-06-03,18
3691,7,2019-06-03,19
3692,10,2019-06-03,20
3693,9,2019-06-03,21
3694,7,2019-06-03,22
3695,7,2019-06-03,23
3696,4,2019-06-04,0
3697,6,2019-06-04,1
3698,6,2019-06-04,2
3699,8,2019-06-04,3
3700,7,2019-06-04,4
3701,4,2019-06-04,5
3702,6,2019-06-04,6
3703,8,2019-06-04,7
3704,6,2019-06-04,8
3705,6,2019-06-04,9
3706,7,2019-06-04,10
3707,8,2019-06-04,11
3708,4,2019-06-04,12
3709,3,2019-06-04,13
3710,3,2019-06-04,14
3711,3,2019-06-04,15
3712,5,2019-06-04,16
3713,6,2019-06-04,17
3714,8,2019-06-04,18
3715,7,2019-06-04,19
3716,7,2019-06-04,20
3717,5,2019-06-04,21
3718,7,2019-06-04,22
3719,5,2019-06-04,23
3720,3,2019-06-05,0
3721,5,2019-06-05,1
3722,3,2019-06-05,2
3723,4,2019-06-05,3
3724,5,2019-06-05,4
3725,8,2019-06-05,5
3726,7,2019-06-05,6
3727,6,2019-06-05,7
3728,4,2019-06-05,8
3729,6,2019-06-05,9
3730,3,2019-06-05,10
3731,4,2019-06-05,11
3732,4,2019-06-05,12
3733,4,2019-06-05,13
3734,5,2019-06-05,14
3735,3,2019-06-05,15
3736,5,2019-06-05,16
3737,6,2019-06-05,17
3738,7,2019-06-05,18
3739,5,2019-06-05,19
3740,8,2019-06-05,20
3741,11,2019-06-05,21
3742,7,2019-06-05,22
3743,6,2019-06-05,23
3744,4,2019-06-06,0
3745,6,2019-06-06,1
3746,6,2019-06-06,2
3747,5,2019-06-06,3
3748,6,2019-06-06,4
3749,4,2019-06-06,5
3750,7,2019-06-06,6
3751,7,2019-06-06,7
3752,6,2019-06-06,8
3753,4,2019-06-06,9
3754,5,2019-06-06,10
3755,6,2019-06-06,11
3756,8,2019-06-06,12
3757,6,2019-06-06,13
3758,8,2019-06-06,14
3759,4,2019-06-06,15
3760,7,2019-06-06,16
3761,5,2019-06-06,17
3762,8,2019-06-06,18
3763,6,2019-06-06,19
3764,8,2019-06-06,20
3765,7,2019-06-06,21
3766,7,2019-06-06,22
3767,9,2019-06-06,23
3768,4,2019-06-07,0
3769,4,2019-06-07,1
3770,5,2019-06-07,2
3771,2,2019-06-07,3
3772,5,2019-06-07,4
3773,7,2019-06-07,5
3774,7,2019-06-07,6
3775,3,2019-06-07,7
3776,6,2019-06-07,8
3777,4,2019-06-07,9
3778,4,2019-06-07,10
3779,4,2019-06-07,11
3780,2,2019-06-07,12
3781,4,2019-06-07,13
3782,5,2019-06-07,14
3783,3,2019-06-07,15
3784,2,2019-06-07,16
3785,0,2019-06-07,17
3786,0,2019-06-07,18
3787,1,2019-06-07,19
3788,2,2019-06-07,20
3789,3,2019-06-07,21
3790,0,2019-06-07,22
3791,0,2019-06-07,23
3792,3,2019-06-08,0
3793,3,2019-06-08,1
3794,6,2019-06-08,2
3795,8,2019-06-08,3
3796,10,2019-06-08,4
3797,8,2019-06-08,5
3798,11,2019-06-08,6
3799,6,2019-06-08,7
3800,10,2019-06-08,8
3801,8,2019-06-08,9
3802,11,2019-06-08,10
3803,10,2019-06-08,11
3804,8,2019-06-08,12
3805,10,2019-06-08,13
3806,9,2019-06-08,14
3807,8,2019-06-08,15
3808,10,2019-06-08,16
3809,9,2019-06-08,17
3810,7,2019-06-08,18
3811,9,2019-06-08,19
3812,7,2019-06-08,20
3813,11,2019-06-08,21
3814,8,2019-06-08,22
3815,8,2019-06-08,23
3816,5,2019-06-09,0
3817,8,2019-06-09,1
3818,7,2019-06-09,2
3819,8,2019-06-09,3
3820,5,2019-06-09,4
3821,8,2019-06-09,5
3822,8,2019-06-09,6
3823,11,2019-06-09,7
3824,12,2019-06-09,8
3825,10,2019-06-09,9
3826,9,2019-06-09,10
3827,9,2019-06-09,11
3828,9,2019-06-09,12
3829,9,2019-06-09,13
3830,8,2019-06-09,14
3831,8,2019-06-09,15
3832,9,2019-06-09,16
3833,8,2019-06-09,17
3834,7,2019-06-09,18
3835,6,2019-06-09,19
3836,7,2019-06-09,20
3837,8,2019-06-09,21
3838,9,2019-06-09,22
3839,7,2019-06-09,23
3840,12,2019-06-10,0
3841,11,2019-06-10,1
3842,13,2019-06-10,2
3843,12,2019-06-10,3
3844,8,2019-06-10,4
3845,7,2019-06-10,5
3846,7,2019-06-10,6
3847,8,2019-06-10,7
3848,10,2019-06-10,8
3849,11,2019-06-10,9
3850,9,2019-06-10,10
3851,8,2019-06-10,11
3852,6,2019-06-10,12
3853,7,2019-06-10,13
3854,5,2019-06-10,14
3855,10,2019-06-10,15
3856,10,2019-06-10,16
3857,9,2019-06-10,17
3858,7,2019-06-10,18
3859,6,2019-06-10,19
3860,6,2019-06-10,20
3861,6,2019-06-10,21
3862,6,2019-06-10,22
3863,7,2019-06-10,23
3864,8,2019-06-11,0
3865,8,2019-06-11,1
3866,7,2019-06-11,2
3867,3,2019-06-11,3
3868,7,2019-06-11,4
3869,4,2019-06-11,5
3870,6,2019-06-11,6
3871,3,2019-06-11,7
3872,6,2019-06-11,8
3873,5,2019-06-11,9
3874,4,2019-06-11,10
3875,5,2019-06-11,11
3876,7,2019-06-11,12
3877,7,2019-06-11,13
3878,5,2019-06-11,14
3879,5,2019-06-11,15
3880,5,2019-06-11,16
3881,2,2019-06-11,17
3882,1,2019-06-11,18
3883,5,2019-06-11,19
3884,5,2019-06-11,20
3885,4,2019-06-11,21
3886,4,2019-06-11,22
3887,4,2019-06-11,23
3888,5,2019-06-12,0
3889,9,2019-06-12,1
3890,6,2019-06-12,2
3891,7,2019-06-12,3
3892,7,2019-06-12,4
3893,5,2019-06-12,5
3894,4,2019-06-12,6
3895,6,2019-06-12,7
3896,5,2019-06-12,8
3897,4,2019-06-12,9
3898,3,2019-06-12,10
3899,3,2019-06-12,11
3900,6,2019-06-12,12
3901,3,2019-06-12,13
3902,3,2019-06-12,14
3903,3,2019-06-12,15
3904,3,2019-06-12,16
3905,5,2019-06-12,17
3906,7,2019-06-12,18
3907,7,2019-06-12,19
3908,6,2019-06-12,20
3909,7,2019-06-12,21
3910,3,2019-06-12,22
3911,5,2019-06-12,23
3912,6,2019-06-13,0
3913,6,2019-06-13,1
3914,4,2019-06-13,2
3915,3,2019-06-13,3
3916,3,2019-06-13,4
3917,4,2019-06-13,5
3918,3,2019-06-13,6
3919,6,2019-06-13,7
3920,5,2019-06-13,8
3921,2,2019-06-13,9
3922,3,2019-06-13,10
3923,3,2019-06-13,11
3924,5,2019-06-13,12
3925,6,2019-06-13,13
3926,10,2019-06-13,14
3927,7,2019-06-13,15
3928,11,2019-06-13,16
3929,7,2019-06-13,17
3930,8,2019-06-13,18
3931,7,2019-06-13,19
3932,5,2019-06-13,20
3933,6,2019-06-13,21
3934,4,2019-06-13,22
3935,3,2019-06-13,23
3936,3,2019-06-14,0
3937,4,2019-06-14,1
3938,6,2019-06-14,2
3939,7,2019-06-14,3
3940,8,2019-06-14,4
3941,6,2019-06-14,5
3942,5,2019-06-14,6
3943,3,2019-06-14,7
3944,4,2019-06-14,8
3945,5,2019-06-14,9
3946,6,2019-06-14,10
3947,6,2019-06-14,11
3948,6,2019-06-14,12
3949,8,2019-06-14,13
3950,9,2019-06-14,14
3951,7,2019-06-14,15
3952,3,2019-06-14,16
3953,4,2019-06-14,17
3954,5,2019-06-14,18
3955,6,2019-06-14,19
3956,4,2019-06-14,20
3957,3,2019-06-14,21
3958,4,2019-06-14,22
3959,3,2019-06-14,23
3960,1,2019-06-15,0
3961,2,2019-06-15,1
3962,3,2019-06-15,2
3963,7,2019-06-15,3
3964,4,2019-06-15,4
3965,5,2019-06-15,5
3966,6,2019-06-15,6
3967,7,2019-06-15,7
3968,9,2019-06-15,8
3969,7,2019-06-15,9
3970,6,2019-06-15,10
3971,8,2019-06-15,11
3972,4,2019-06-15,12
3973,8,2019-06-15,13
3974,14,2019-06-15,14
3975,13,2019-06-15,15
3976,10,2019-06-15,16
3977,10,2019-06-15,17
3978,9,2019-06-15,18
3979,7,2019-06-15,19
3980,5,2019-06-15,20
3981,6,2019-06-15,21
3982,6,2019-06-15,22
3983,6,2019-06-15,23
3984,7,2019-06-16,0
3985,7,2019-06-16,1
3986,12,2019-06-16,2
3987,10,2019-06-16,3
3988,10,2019-06-16,4
3989,5,2019-06-16,5
3990,4,2019-06-16,6
3991,3,2019-06-16,7
3992,5,2019-06-16,8
3993,7,2019-06-16,9
3994,7,2019-06-16,10
3995,6,2019-06-16,11
3996,9,2019-06-16,12
3997,9,2019-06-16,13
3998,8,2019-06-16,14
3999,5,2019-06-16,15
4000,5,2019-06-16,16
4001,7,2019-06-16,17
4002,10,2019-06-16,18
4003,7,2019-06-16,19
4004,9,2019-06-16,20
4005,10,2019-06-16,21
4006,10,2019-06-16,22
4007,7,2019-06-16,23
4008,6,2019-06-17,0
4009,6,2019-06-17,1
4010,7,2019-06-17,2
4011,5,2019-06-17,3
4012,8,2019-06-17,4
4013,7,2019-06-17,5
4014,8,2019-06-17,6
4015,5,2019-06-17,7
4016,5,2019-06-17,8
4017,2,2019-06-17,9
4018,1,2019-06-17,10
4019,0,2019-06-17,11
4020,0,2019-06-17,12
4021,0,2019-06-17,13
4022,0,2019-06-17,14
4023,1,2019-06-17,15
4024,1,2019-06-17,16
4025,0,2019-06-17,17
4026,0,2019-06-17,18
4027,0,2019-06-17,19
4028,0,2019-06-17,20
4029,0,2019-06-17,21
4030,0,2019-06-17,22
4031,0,2019-06-17,23
4032,8,2019-06-18,0
4033,4,2019-06-18,1
4034,5,2019-06-18,2
4035,4,2019-06-18,3
4036,7,2019-06-18,4
4037,7,2019-06-18,5
4038,9,2019-06-18,6
4039,7,2019-06-18,7
4040,7,2019-06-18,8
4041,6,2019-06-18,9
4042,6,2019-06-18,10
4043,3,2019-06-18,11
4044,2,2019-06-18,12
4045,4,2019-06-18,13
4046,6,2019-06-18,14
4047,4,2019-06-18,15
4048,3,2019-06-18,16
4049,6,2019-06-18,17
4050,7,2019-06-18,18
4051,10,2019-06-18,19
4052,8,2019-06-18,20
4053,4,2019-06-18,21
4054,4,2019-06-18,22
4055,4,2019-06-18,23
4056,2,2019-06-19,0
4057,2,2019-06-19,1
4058,5,2019-06-19,2
4059,7,2019-06-19,3
4060,8,2019-06-19,4
4061,7,2019-06-19,5
4062,5,2019-06-19,6
4063,4,2019-06-19,7
4064,5,2019-06-19,8
4065,3,2019-06-19,9
4066,3,2019-06-19,10
4067,2,2019-06-19,11
4068,4,2019-06-19,12
4069,4,2019-06-19,13
4070,6,2019-06-19,14
4071,7,2019-06-19,15
4072,4,2019-06-19,16
4073,2,2019-06-19,17
4074,6,2019-06-19,18
4075,8,2019-06-19,19
4076,4,2019-06-19,20
4077,4,2019-06-19,21
4078,3,2019-06-19,22
4079,5,2019-06-19,23
4080,5,2019-06-20,0
4081,7,2019-06-20,1
4082,7,2019-06-20,2
4083,5,2019-06-20,3
4084,4,2019-06-20,4
4085,3,2019-06-20,5
4086,6,2019-06-20,6
4087,7,2019-06-20,7
4088,5,2019-06-20,8
4089,3,2019-06-20,9
4090,4,2019-06-20,10
4091,3,2019-06-20,11
4092,2,2019-06-20,12
4093,3,2019-06-20,13
4094,3,2019-06-20,14
4095,2,2019-06-20,15
4096,6,2019-06-20,16
4097,8,2019-06-20,17
4098,6,2019-06-20,18
4099,5,2019-06-20,19
4100,4,2019-06-20,20
4101,6,2019-06-20,21
4102,4,2019-06-20,22
4103,7,2019-06-20,23
4104,5,2019-06-21,0
4105,5,2019-06-21,1
4106,5,2019-06-21,2
4107,6,2019-06-21,3
4108,5,2019-06-21,4
4109,3,2019-06-21,5
4110,4,2019-06-21,6
4111,5,2019-06-21,7
4112,7,2019-06-21,8
4113,6,2019-06-21,9
4114,5,2019-06-21,10
4115,4,2019-06-21,11
4116,8,2019-06-21,12
4117,10,2019-06-21,13
4118,9,2019-06-21,14
4119,7,2019-06-21,15
4120,3,2019-06-21,16
4121,1,2019-06-21,17
4122,3,2019-06-21,18
4123,3,2019-06-21,19
4124,5,2019-06-21,20
4125,3,2019-06-21,21
4126,3,2019-06-21,22
4127,2,2019-06-21,23
4128,6,2019-06-22,0
4129,6,2019-06-22,1
4130,4,2019-06-22,2
4131,7,2019-06-22,3
4132,10,2019-06-22,4
4133,8,2019-06-22,5
4134,8,2019-06-22,6
4135,9,2019-06-22,7
4136,7,2019-06-22,8
4137,7,2019-06-22,9
4138,7,2019-06-22,10
4139,6,2019-06-22,11
4140,6,2019-06-22,12
4141,9,2019-06-22,13
4142,7,2019-06-22,14
4143,2,2019-06-22,15
4144,3,2019-06-22,16
4145,3,2019-06-22,17
4146,5,2019-06-22,18
4147,7,2019-06-22,19
4148,6,2019-06-22,20
4149,10,2019-06-22,21
4150,10,2019-06-22,22
4151,8,2019-06-22,23
4152,5,2019-06-23,0
4153,9,2019-06-23,1
4154,7,2019-06-23,2
4155,8,2019-06-23,3
4156,8,2019-06-23,4
4157,9,2019-06-23,5
4158,8,2019-06-23,6
4159,11,2019-06-23,7
4160,7,2019-06-23,8
4161,9,2019-06-23,9
4162,13,2019-06-23,10
4163,15,2019-06-23,11
4164,11,2019-06-23,12
4165,10,2019-06-23,13
4166,13,2019-06-23,14
4167,12,2019-06-23,15
4168,10,2019-06-23,16
4169,12,2019-06-23,17
4170,11,2019-06-23,18
4171,9,2019-06-23,19
4172,9,2019-06-23,20
4173,7,2019-06-23,21
4174,5,2019-06-23,22
4175,4,2019-06-23,23
4176,6,2019-06-24,0
4177,10,2019-06-24,1
4178,8,2019-06-24,2
4179,7,2019-06-24,3
4180,7,2019-06-24,4
4181,7,2019-06-24,5
4182,8,2019-06-24,6
4183,10,2019-06-24,7
4184,8,2019-06-24,8
4185,11,2019-06-24,9
4186,12,2019-06-24,10
4187,12,2019-06-24,11
4188,9,2019-06-24,12
4189,6,2019-06-24,13
4190,7,2019-06-24,14
4191,6,2019-06-24,15
4192,5,2019-06-24,16
4193,6,2019-06-24,17
4194,5,2019-06-24,18
4195,6,2019-06-24,19
4196,7,2019-06-24,20
4197,9,2019-06-24,21
4198,8,2019-06-24,22
4199,8,2019-06-24,23
4200,5,2019-06-25,0
4201,3,2019-06-25,1
4202,7,2019-06-25,2
4203,7,2019-06-25,3
4204,7,2019-06-25,4
4205,8,2019-06-25,5
4206,10,2019-06-25,6
4207,10,2019-06-25,7
4208,7,2019-06-25,8
4209,7,2019-06-25,9
4210,7,2019-06-25,10
4211,4,2019-06-25,11
4212,6,2019-06-25,12
4213,4,2019-06-25,13
4214,3,2019-06-25,14
4215,5,2019-06-25,15
4216,5,2019-06-25,16
4217,3,2019-06-25,17
4218,2,2019-06-25,18
4219,1,2019-06-25,19
4220,6,2019-06-25,20
4221,7,2019-06-25,21
4222,7,2019-06-25,22
4223,5,2019-06-25,23
